200580,QD,2016,07,01,0.2568
200580,QD,2017,01,01,0.2695
200580,QD,2018,01,01,0.1719
200580,QD,2019,01,01,0.2013
200580,QD,2020,01,01,0.2484
200580,QD,2021,01,01,0.151
