200580,QD,2016,07,01,   0.1180
200580,QD,2016,07,02,   0.1060
200580,QD,2016,07,03,   0.0935
200580,QD,2016,07,04,   0.1070
200580,QD,2016,07,05,   0.0960
200580,QD,2016,07,06,   0.1000
200580,QD,2016,07,07,   0.1630
200580,QD,2016,07,08,   0.1670
200580,QD,2016,07,09,   0.0878
200580,QD,2016,07,10,   0.0810
200580,QD,2016,07,11,   0.0692
200580,QD,2016,07,12,   0.2510
200580,QD,2016,07,13,   0.2620
200580,QD,2016,07,14,   1.2100
200580,QD,2016,07,15,   0.7330
200580,QD,2016,07,16,   0.3570
200580,QD,2016,07,17,   0.2660
200580,QD,2016,07,18,   0.2610
200580,QD,2016,07,19,   0.2270
200580,QD,2016,07,20,   0.2100
200580,QD,2016,07,21,   0.1850
200580,QD,2016,07,22,   0.4170
200580,QD,2016,07,23,   0.3270
200580,QD,2016,07,24,   0.5150
200580,QD,2016,07,25,   0.3710
200580,QD,2016,07,26,   0.2590
200580,QD,2016,07,27,   0.2320
200580,QD,2016,07,28,   0.2150
200580,QD,2016,07,29,   0.2220
200580,QD,2016,07,30,   0.2050
200580,QD,2016,07,31,   0.7740
200580,QD,2016,08,01,   0.4330
200580,QD,2016,08,02,   0.1420
200580,QD,2016,08,03,   0.0765
200580,QD,2016,08,04,   0.0647
200580,QD,2016,08,05,   0.0908
200580,QD,2016,08,06,   0.1420
200580,QD,2016,08,07,   0.1300
200580,QD,2016,08,08,   0.1210
200580,QD,2016,08,09,   0.1170
200580,QD,2016,08,10,   0.1410
200580,QD,2016,08,11,   0.1390
200580,QD,2016,08,12,   0.1310
200580,QD,2016,08,13,   0.1310
200580,QD,2016,08,14,   0.1170
200580,QD,2016,08,15,   0.1180
200580,QD,2016,08,16,   0.1350
200580,QD,2016,08,17,   0.0999
200580,QD,2016,08,18,   0.1050
200580,QD,2016,08,19,   0.0721
200580,QD,2016,08,20,   0.0651
200580,QD,2016,08,21,   0.2930
200580,QD,2016,08,22,   0.1850
200580,QD,2016,08,23,   0.1900
200580,QD,2016,08,24,   0.1610
200580,QD,2016,08,25,   0.1040
200580,QD,2016,08,26,   0.0748
200580,QD,2016,08,27,   0.0589
200580,QD,2016,08,28,   0.0573
200580,QD,2016,08,29,   0.0974
200580,QD,2016,08,30,   0.1330
200580,QD,2016,08,31,   0.0596
200580,QD,2016,09,01,   0.0636
200580,QD,2016,09,02,   0.0551
200580,QD,2016,09,03,   0.0544
200580,QD,2016,09,04,   0.0560
200580,QD,2016,09,05,   0.0777
200580,QD,2016,09,06,   0.1010
200580,QD,2016,09,07,   0.0865
200580,QD,2016,09,08,   0.0788
200580,QD,2016,09,09,   0.0659
200580,QD,2016,09,10,   0.0535
200580,QD,2016,09,11,   0.0543
200580,QD,2016,09,12,   0.0558
200580,QD,2016,09,13,   0.0519
200580,QD,2016,09,14,   0.0563
200580,QD,2016,09,15,   0.0560
200580,QD,2016,09,16,   0.0595
200580,QD,2016,09,17,   1.6500
200580,QD,2016,09,18,   0.5410
200580,QD,2016,09,19,   0.2750
200580,QD,2016,09,20,   0.1530
200580,QD,2016,09,21,   0.1100
200580,QD,2016,09,22,   0.1010
200580,QD,2016,09,23,   0.1030
200580,QD,2016,09,24,   0.0880
200580,QD,2016,09,25,   0.0929
200580,QD,2016,09,26,   0.1520
200580,QD,2016,09,27,   0.1330
200580,QD,2016,09,28,   0.1320
200580,QD,2016,09,29,   0.1300
200580,QD,2016,09,30,   0.1090
200580,QD,2016,10,01,   0.0943
200580,QD,2016,10,02,   0.1390
200580,QD,2016,10,03,   0.2430
200580,QD,2016,10,04,   0.8100
200580,QD,2016,10,05,   0.4200
200580,QD,2016,10,06,   0.9090
200580,QD,2016,10,07,   0.6100
200580,QD,2016,10,08,   0.3750
200580,QD,2016,10,09,   0.3250
200580,QD,2016,10,10,   0.2400
200580,QD,2016,10,11,   0.1880
